text,label
"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but",benign
"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",benign
Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,benign
Dude just saw a parked car with its sunroof popped up. Sux,benign
Get ready to put on your excellent sub face :),benign
Tmrw. Im finishing 9 doors,benign
"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",benign
I am late. I will be there at,benign
"whatever, im pretty pissed off.",benign
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,benign
I dont have that much image in class.,benign
No:-)i got rumour that you going to buy apartment in chennai:-),benign
Near kalainar tv office.thenampet,benign
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,fraud
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,fraud
My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,benign
"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",benign
No. To be nosy I guess. Idk am I over reacting if I'm freaked?,benign
"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",benign
How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,benign
"Why is that, princess? I bet the brothas are all chasing you!",benign
"I shall book chez jules for half eight, if that's ok with you?",benign
Hhahhaahahah rofl wtf nig was leonardo in your room or something,benign
"Yep, at derek's house now, see you Sunday &lt;3",benign
"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",benign
"Sorry, I'll call later",benign
I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,benign
There are no other charges after transfer charges and you can withdraw anyhow you like,benign
"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",benign
At 4. Let's go to bill millers,benign
I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,benign
"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",benign
That's my honeymoon outfit. :),benign
Will it help if we propose going back again tomorrow,benign
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,fraud
Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,benign
Pls confirm the time to collect the cheque.,benign
As a Registered Subscriber yr draw 4 a å£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,fraud
URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,fraud
Daddy will take good care of you :),benign
"Yeah probably, I still gotta check out with leo",benign
K.then any other special?,benign
Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,benign
Ok pa. Nothing problem:-),benign
Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,benign
"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",benign
When you came to hostel.,benign
Ok no prob... I'll come after lunch then...,benign
Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,benign
Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,benign
You all ready for * big day tomorrow?,benign
I'll probably be around mu a lot,benign
645,benign
RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,fraud
Thnx dude. u guys out 2nite?,benign
Me sef dey laugh you. Meanwhile how's my darling anjie!,benign
Mm i had my food da from out,benign
"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",benign
Did u download the fring app?,benign
The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,benign
Friends that u can stay on fb chat with,benign
"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",benign
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",benign
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,fraud
"Ah, well that confuses things, doesnÛ÷t it?",benign
500 free text msgs. Just text ok to 80488 and we'll credit your account,fraud
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,benign
Dear how you. Are you ok?,benign
"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS",fraud
Yes princess! I want to make you happy...,benign
Sounds like you have many talents! would you like to go on a dinner date next week?,benign
I am going to film 2day da. At 6pm. Sorry da.,benign
We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,benign
Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,benign
Yesterday its with me only . Now am going home.,benign
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",fraud
"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",benign
"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",benign
"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""",fraud
Great comedy..cant stop laughing da:),benign
FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,fraud
"Alright, we're all set here, text the man",benign
"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",benign
Sleeping nt feeling well,benign
U WILL SWITCH YOUR FONE ON DAMMIT!!,benign
India have to take lead:),benign
I.ll post her out l8r. In class,benign
Thts wat Wright Brother did to fly..,benign
"Evening * v good if somewhat event laden. Will fill you in, don't you worry Û_ Head * ok but throat * wrecked. See you at six then!",benign
If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),benign
ITS A LAPTOP TAKE IT WITH YOU.,benign
I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,benign
I wan but too early lei... Me outside now wun b home so early... Neva mind then...,benign
"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",fraud
I was at bugis juz now wat... But now i'm walking home oredi... ÌÏ so late then reply... I oso saw a top dat i like but din buy... Where r Ì_ now? ,benign
"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",benign
At 7 we will go ok na.,benign
Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),benign
S:-)if we have one good partnership going we will take lead:),benign
RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,fraud
"Yeah, where's your class at?",benign
No just send to you. Bec you in temple na.,benign
"You aren't coming home between class, right? I need to work out and shower!",benign
Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL,fraud
S but mostly not like that.,benign
ÌÏ v ma fan...,benign
Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,benign
Guess who spent all last night phasing in and out of the fourth dimension,benign
So now my dad is gonna call after he gets out of work and ask all these crazy questions.,benign
"Yes..but they said its IT.,",benign
Very hurting n meaningful lines ever: \I compromised everything for my love,benign
Lmao!nice 1,benign
Glad to see your reply.,benign
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,fraud
Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,fraud
Nah dub but je still buff,benign
Painful words- \I thought being Happy was the most toughest thing on Earth... But,benign
